category,name,developer,description,image,tag,rating,rating_count,install_count
Team management,Subitem Pro Templates,b-lab,Create subitems as templates and deploy them on any board with all their values,https://dapulse-res.cloudinary.com/image/upload/v1677079616/monday-apps-marketplace/sub%20items%20pro%20templates/large-SPT_icon_192x192.png,,3.2,6,3K
Team management,Google Calendar Embedded,Collabsoft,"Embed your Google Calendars to your monday views, dashboards and docs so you’re always in sync!",https://dapulse-res.cloudinary.com/image/upload/v1658235002/monday-apps-marketplace/Google%20Calendar%20Embedded/Google_Calendar_Embedded_-_Logo_Export.png,Editor's choice,3.1,16,24K
Team management,Subitem Templates,Billow,Build your most powerful workflows yet with reusable subitem templates for recurring project tasks.,https://dapulse-res.cloudinary.com/image/upload/v1614612670/monday-apps-marketplace/Subitem%20Templates/templates-icon-v1_1_-updated_size.png,,3.1,13,19.9K
Team management,Approvals,AppFox,Add a simple yet powerful approval process to your monday.com board,https://dapulse-res.cloudinary.com/image/upload/v1631181731/monday-apps-marketplace/Approvals/v2/Approvals_for_monday.com_Logo_V2.png,Editor's choice,3,6,11K
Team management,Calendly Events,Ulgebra,Manage your Calendly appointments within monday.com by syncing your Calendly account with monday.com,https://dapulse-res.cloudinary.com/image/upload/v1658318727/monday-apps-marketplace/Calendly%20Events/calendly.png.png,,2.9,7,4.7K
Team management,Google Sheets Embedded,Collabsoft,Share your data and statistics from Google Sheets with the rest of your company in monday!,https://dapulse-res.cloudinary.com/image/upload/v1658234761/monday-apps-marketplace/Google%20Sheets%20Embedded/Google_Sheets_Embedded_-_Logo_Export.png,,1.8,6,18.8K
Team management,Embedded Calendar Pro,SpicyTab,"Embed Google Calendar, Outlook Calendar or Apple calendar into your Items, Boards and Widgets",https://dapulse-res.cloudinary.com/image/upload/v1659362766/monday-apps-marketplace/Embedded%20Calendar%20Pro/App-Icon_6.png,,1.3,3,2.9K
Team management,Mind Mapping,"ThoughtFlow Technologies, Inc",Create mindmaps inside a view. Turn nodes on your Mindmap into Tasks on your board.,https://dapulse-res.cloudinary.com/image/upload/v1633613535/mindmapping/Mindmapping_App_Icon_192x192.png,,1,4,2.5K
Team management,OKR for monday.com,Boja Consulting AB,"Powerful OKR solution. Create, align and execute on goals",https://dapulse-res.cloudinary.com/image/upload/v1698596753/monday-apps-marketplace/OKR%20form%20monday.com/monday_icon.png,New,,,7
Team management,Approval Workflows,Change1t,Create and assign approval workflows on monday.com items.,https://dapulse-res.cloudinary.com/image/upload/v1698225124/monday-apps-marketplace/Approval%20Workflows/Approval_Inon.png,New,,,14
Team management,Smart Checklist,TitanApps,Create ToDo lists. Save them as a template.,https://dapulse-res.cloudinary.com/image/upload/v1698047319/monday-apps-marketplace/Smart%20Checklist/app_logo_icon_192_x_192.png,New,,,39
Team management,Azure DevOps Integration,Appvibe,Connect and manage your Azure DevOps repositories,https://dapulse-res.cloudinary.com/image/upload/v1698071377/monday-apps-marketplace/Azure%20Devops%20Integration/azure_devops.png,New,,,7
Team management,Workday Automations & Holiday Calendar,Tower Apps Ltd,Public Holiday Calendar & Project Scheduling Automations,https://dapulse-res.cloudinary.com/image/upload/v1697996896/monday-apps-marketplace/Workday%20Automations/AppIcon.png,New,,,14
Team management,Real Time Workflow Alerts,Fantasy Media LTD,Workflow alerts via notifications & email. Control work.,https://dapulse-res.cloudinary.com/image/upload/v1697378985/monday-apps-marketplace/Real%20Time%20Workflow%20Alerts/Icon_14.png,New,,,4
Team management,Org Chart,LeanyLabs OÜ,Visualize relations between the board items in a few clicks,https://dapulse-res.cloudinary.com/image/upload/v1696508467/monday-apps-marketplace/Org%20Chart/App_Icon-1.png,New,,,505
Team management,Multidimensional Table,Unikoo BV,A multidimensional table enhancing data visualization and management.,https://dapulse-res.cloudinary.com/image/upload/v1696164403/monday-apps-marketplace/Multidimensional%20Table/Multidimensional_table_icon.png,New,,,34
Team management,Dependent Dropdown,AXANEXA,Conditional dropdown for your boards!,https://dapulse-res.cloudinary.com/image/upload/v1696162448/monday-apps-marketplace/Dependent%20Dropdown/a_cloudlogo.png,New,,,27
Team management,Color Columns,Binatica,Group your columns in the most suitable way for you,https://dapulse-res.cloudinary.com/image/upload/v1695744563/monday-apps-marketplace/Color%20Columns/logo_192_192.jpg,New,,,47
Team management,World Clock & Timezone Converter,Get Report LLC,Track global time zones within monday. More than a clock!,https://dapulse-res.cloudinary.com/image/upload/v1695684811/monday-apps-marketplace/World%20Clock%20and%20Timezone/Group_1086405_3.png,New,,,61
Team management,Visual Charts,BaruzoTech Private Limited,Transform data into meaningful visuals with dynamic widget,https://dapulse-res.cloudinary.com/image/upload/v1695041899/monday-apps-marketplace/Visual%20Charts/icon_13.png,New,,,126
Team management,Go Roadmap,"DSS, INC.",Roadmap & Timeline for Your Projects,https://dapulse-res.cloudinary.com/image/upload/v1694702234/monday-apps-marketplace/Go%20Roadmap/logo_192x192.png,New,,,158
Team management,Board Reports Automations,Fantasy Media LTD,Automated daily & weekly reports via notifications & email,https://dapulse-res.cloudinary.com/image/upload/v1694533502/monday-apps-marketplace/Board%20Reports%20Automations/Icon_2_1.png,New,,,361
Team management,Score,evolu software GmbH,"Prioritization with WSJF, RICE, ICE or your own framework",https://dapulse-res.cloudinary.com/image/upload/v1694098638/monday-apps-marketplace/Score/Icon_Score_Monday.png,New,,,26
Team management,Combined Board View Pro,Tomorrow's Tools,"Combine, filter, and save views across multiple boards",https://dapulse-res.cloudinary.com/image/upload/v1693926998/monday-apps-marketplace/Combined%20Board%20View%20Pro/combined_board_view_pro_icon.png,New,,,53
Team management,7pace Timetracker for monday.com,Appfire,"Seamlessly integrated, professional time tracking. Record, manage and report without the extra work.",https://dapulse-res.cloudinary.com/image/upload/v1693395963/monday-apps-marketplace/7pace%20Timetracker/App_Icon_Template_1_3.png,Editor's choice,,,597
Team management,Time Tracking,Appvibe,Track the time spent by your teammates working on each item on your board.,https://dapulse-res.cloudinary.com/image/upload/v1694096038/monday-apps-marketplace/Reports%20and%20Charts%20-%20Bitband/V3/logo-without-text1.png,,,,241
Team management,Service Buddy,Deviniti Sp. z o.o.,Your one-stop solution for service management needs!,https://dapulse-res.cloudinary.com/image/upload/v1690285630/monday-apps-marketplace/Service%20Buddy/Logo_Support_Buddy.png,,,,130
Team management,Slack Integration by Appvibe,Appvibe,Connect Slack channels with your monday.com account and get selected notifications.,https://dapulse-res.cloudinary.com/image/upload/v1694097449/monday-apps-marketplace/Google%20Slides%20Integration/slack.png,,,,221
Team management,Clockwork Time Tracking & Timesheets,HeroCoders,See where your team’s time is going with effortless and accurate time tracking built into each item.,https://dapulse-res.cloudinary.com/image/upload/v1688043432/monday-apps-marketplace/Clockwork%20Time%20Tracking/Clockwork_Time_Tracking___Timesheets_for_monday.png,,,,788
Team management,iTemplate Wizard,Deviniti Sp. z o.o.,Optimize your work with a set of usable templates,https://dapulse-res.cloudinary.com/image/upload/v1688042099/monday-apps-marketplace/iTemplate%20Wizard/itemplate_icon.png,,,,158
Team management,TiMonE,Rego Consulting,Rego's TIMONE Timesheet app enables customers to use timesheets and provide insights on monday.com,https://dapulse-res.cloudinary.com/image/upload/v1687167592/monday-apps-marketplace/TiMonE/Timone-Assets_Icon.jpg,,,,115
Team management,Auto Assign,Mikada,Power up your boards with Auto Assign! Unleash enhanced assignee automations for more productivity.,https://dapulse-res.cloudinary.com/image/upload/v1687166074/monday-apps-marketplace/Auto%20Assign/app_icon_4.png,,,,62
Team management,TimesheetsPro,Work Perfect Group,Track & visualise your time in a whole new way.,https://dapulse-res.cloudinary.com/image/upload/v1687767667/TimesheetsPro/Tpro_Marketplace_logo.png,,,,1.1K
Team management,LogBack,appSolution,Made a mistake? Now you can finally UNDO!,https://dapulse-res.cloudinary.com/image/upload/v1686493644/monday-apps-marketplace/LogBack/updated_icon.png,,,,202
Team management,Google Slides Integration,Appvibe,Add Google Slides to your monday.com board view or to individual items.,https://dapulse-res.cloudinary.com/image/upload/v1694097250/monday-apps-marketplace/Google%20Slides%20Integration/gslides.png,,,,99
Team management,Workdocs Viewer,Kolekti (part of The Adaptavist Group),A visual homepage to see and find workdocs in monday.com,https://dapulse-res.cloudinary.com/image/upload/v1684418298/monday-apps-marketplace/Workdocs%20Viewer/Workdocs_Viewer_logo_colour_glyph_192.png,,,,409
Team management,Private Notes and Comments,Mikada,Users can chat privately or take private notes about the selected item under the item view.,https://dapulse-res.cloudinary.com/image/upload/v1683718913/monday-apps-marketplace/Private%20Notes%20and%20Comments/app_icon_3.png,,,,185
Team management,Planning Poker for monday.com,Appfire,Reliable project estimates that have buy-in built in.,https://dapulse-res.cloudinary.com/image/upload/v1681399176/monday-apps-marketplace/Planning%20Poker%20for%20monday/Planning_Poker.png,,,,124
Team management,Klipfolio Embed,Apps Shark,Easily embed your Klipfolio klips to your board or dashboard widgets,https://dapulse-res.cloudinary.com/image/upload/v1680421260/monday-apps-marketplace/Klipfolio%20Embed/klipfolio_icon192.png,,,,32
Team management,Date Check,Kolaai,Automatically update your dates based on public or custom defined holidays for users in your account,https://dapulse-res.cloudinary.com/image/upload/v1680185284/monday-apps-marketplace/Date%20Check/dateCheckLogo.png,,,,405
Team management,TelegramBot For Board,RasilStar,Create Telegram Bot For the Board to more communication with your customer and for more interactive with board with admin,https://dapulse-res.cloudinary.com/image/upload/v1679498489/monday-apps-marketplace/TelegramBot%20For%20Board/logo_4.png,,,,132
Team management,Task Roulette,Devdevils,Task Roulette easily assign tasks and more. Use the Wheel of Fortune to randomly pick a team member.,https://dapulse-res.cloudinary.com/image/upload/v1677073736/monday-apps-marketplace/Task%20Roulette/logo-RA-192px-tr.png,,,,399
Team management,Team Battleship,Kulaone,A team building game that combines the strategy of BattleShip game with the goals of your team board,https://dapulse-res.cloudinary.com/image/upload/v1675688423/monday-apps-marketplace/Team%20Battleship/Cap192.jpg,,,,154
Team management,eazyBI Reports and Charts,eazyBI,"Visualize and analyze monday.com boards with unlimited custom reports, charts & dashboards.",https://dapulse-res.cloudinary.com/image/upload/v1675682015/monday-apps-marketplace/eazyBI%20Reports%20and%20Charts/eazybi-logo-192.png,,,,727
Team management,Google Chat Integration,Keem Apps,Connect monday.com to Google Chat,https://dapulse-res.cloudinary.com/image/upload/v1669565358/monday-apps-marketplace/Google%20Chat%20Integration/Untitled_192_192px.png,,,,1.5K
Team management,Hourly Planner,g-company,g-company’s custom calendar takes monday.com’s calendar view to the next level.,https://dapulse-res.cloudinary.com/image/upload/v1668443684/monday-apps-marketplace/Custom%20Calendar/app_icon_192x192.png,,,,1.7K
Team management,Update Magic #1,Monday Man LLC,A Magical UPDATES Toolbox - The ultimate collection update power-ups to make your updates... magic!,https://dapulse-res.cloudinary.com/image/upload/v1667837676/monday-apps-marketplace/Update%20Magic%201/Update_Magic_Icon.png,,,,1K
Team management,Timeline to Date,b-lab,Automatically synchronize Timeline and Date column,https://dapulse-res.cloudinary.com/image/upload/v1665892777/monday-apps-marketplace/Timeline%20to%20Date%20%28b-lab%29/DTT_icon_192x192.png,,,,313
Team management,VideoNotes,Moveo Group,VideoNotes enables your team to collaborate on your board videos in a new and efficient way.,https://dapulse-res.cloudinary.com/image/upload/v1661788442/monday-apps-marketplace/VideoNotes/icon_6.png,,,,485
Team management,Zoho Workplace Embedded,David Simpson Apps,"Embed documents, spreadsheets, presentations, folders & calendars from Zoho Workplace",https://dapulse-res.cloudinary.com/image/upload/v1661699314/monday-apps-marketplace/Zoho%20Workplace%20Embedded/zoho-workplace-app-icon-blue.png,,,,428
Team management,Trello Embedder,Presago,Add Trello boards anywhere in monday.com,https://dapulse-res.cloudinary.com/image/upload/v1660233350/monday-apps-marketplace/Trello%20Embedder/icona.png,,,,2.2K
Team management,Clockhound,"Herzum North America, Inc.",Clockhound: time-tracking and reporting. Enter hours and billing codes from item view or mobile.,https://dapulse-res.cloudinary.com/image/upload/v1659949681/monday-apps-marketplace/clockhound/APPICON_Mesa_de_trabajo_1.png,,,,381
Team management,inVision Designs,42nd,inVision Designs makes it easy to share inVision prototypes and designs across your organization.,https://dapulse-res.cloudinary.com/image/upload/v1659458311/monday-apps-marketplace/inVision%20Designs/app-icon_1_1.png,,,,115
Team management,Tableau Cloud Embedded,David Simpson Apps,Effortlessly embed Tableau Cloud reports and dashboards in monday.com,https://dapulse-res.cloudinary.com/image/upload/v1659364805/monday-apps-marketplace/Tableau%20Cloud%20Embedded/tableau-cloud-app-icon-blue.png,,,,591
Team management,AKITA Zero-Trust,EdgeDefence LTD,View and Manage Security Posture of Hybrid Employee Home Network,https://dapulse-res.cloudinary.com/image/upload/v1659356055/monday-apps-marketplace/AKITA%20Zero-Trust/ic_akita.png,,,,60
Team management,Subitems Timetracking App,Cartagon AX Cloud S.L.,"Present the time spent on the subitems in time tracking columns, presenting as a percentage.",https://dapulse-res.cloudinary.com/image/upload/v1659341796/monday-apps-marketplace/Subitems%20Timetracking%20App/App_Icon_Template_2.png,,,,213
Team management,HubSpot Forms Embedded,David Simpson Apps,Effortlessly embed HubSpot Forms in monday.com.,https://dapulse-res.cloudinary.com/image/upload/v1656950687/monday-apps-marketplace/Hubspot%20Forms%20Embedded/hubspot-forms-app-icon-blue.png,,,,377
Team management,Apple Keynote Embedded,Collabsoft,Bring your Keynote presentations to monday.com and view and edit your slides without leaving monday!,https://dapulse-res.cloudinary.com/image/upload/v1658235413/monday-apps-marketplace/Apple%20Keynote%20Embedded/Apple_Keynote_Embedded_-_Logo_Export.png,,,,408
Team management,ClickUp Embedded,Collabsoft,Always show the latest version of your ClickUp cards and views in monday.com for you and your team.,https://dapulse-res.cloudinary.com/image/upload/v1658235316/monday-apps-marketplace/Clickup%20Embedded/ClickUp_Embedded_-_Logo_Export.png,,,,539
Team management,Loom Embedded,Collabsoft,Add Loom recording to monday.com and share them with the rest of your team.,https://dapulse-res.cloudinary.com/image/upload/v1658235187/monday-apps-marketplace/Loom%20Embedded/Loom_Embedded_-_Logo_Export.png,,,,3K
Team management,Adobe PDF Embedded,Collabsoft,"Embed your PDFs right into monday.com for easy collaboration, proof reading and content management.",https://dapulse-res.cloudinary.com/image/upload/v1658235510/monday-apps-marketplace/Adobe%20PDF%20Embedded/Adobe_PDF_Embedded_-_Logo_Export.png,,,,2.2K
Team management,Whimsical Embedded,Collabsoft,Embed the latest version of your Whimsical mindmaps in monday.com for you and your team!,https://dapulse-res.cloudinary.com/image/upload/v1658235996/monday-apps-marketplace/Whimsical%20Embedded/Whimsical_Embedded_-_Logo_Export.png,,,,1.4K
Team management,TaskMagic,Master Concept,Make tasks fun and rewarding - level up your avatar and see lifetime progress the more you complete!,https://dapulse-res.cloudinary.com/image/upload/v1651158909/monday-apps-marketplace/TaskMagic/v2.png,,,,1.6K
Team management,Standup,Serandibsoft,Host asynchronous recurring Standup meetings in monday.com,https://dapulse-res.cloudinary.com/image/upload/v1650534966/monday-apps-marketplace/Standup/icon_2.png,,,,541
Team management,Praises,Serandibsoft,Celebrate & recognize great work within your organization.,https://dapulse-res.cloudinary.com/image/upload/v1649607344/monday-apps-marketplace/Praises/icon_1.png,,,,665
Team management,MoceanAPI SMS,Micro Ocean Technologies Sdn Bhd,"Send, receive and automate text messages or SMS and WhatsApp within monday.com",https://dapulse-res.cloudinary.com/image/upload/v1649337500/monday-apps-marketplace/MoceanAPI/mocean-logo.jpg,,,,760
Team management,User Substitution App,Cartagon AX Cloud S.L.,"Replaces users on all boards that you select, saving time with the replacement process.",https://dapulse-res.cloudinary.com/image/upload/v1648732223/monday-apps-marketplace/User%20Subtitution%20App/App_Icon_Template.png,,,,44
Team management,Set Relative Timeline,Excellent Team,Set Relative Timeline lets you define a timeline that will be set at a later time (when triggered),https://dapulse-res.cloudinary.com/image/upload/v1644507418/monday-apps-marketplace/Set%20Relative%20Timeline/Set_Relative_Timeline_logo_1.png,,,,452
Team management,Mattermost,Marcus Stöckel,Notify channels or users on your mattermost server about updates or status changes on your board,https://dapulse-res.cloudinary.com/image/upload/v1632930322/Mattermost/mattermostLogo.png,,,,206
Team management,Growstars,Growstars - Ashi Harel,"Growstars automates your employee referral campaigns, create positions, post, manage & keep track!",https://dapulse-res.cloudinary.com/image/upload/v1632402502/monday-apps-marketplace/Growstars/App_Icon_Template_1.jpg,,,,336
Team management,Time Reporting Solution,Omnitas Consulting AB,"Get rid of 3rd party services or integrations, manage time reporting within your monday.com account",https://dapulse-res.cloudinary.com/image/upload/v1626258917/monday-apps-marketplace/Time%20Reporting%20Solutions/OTRS_App_Icon_192_1.png,,,,2.9K
Team management,CatchApp Bookings,CatchApp,"CatchApp Bookings is an intuitive scheduling tool made for professionals, to save time.",https://dapulse-res.cloudinary.com/image/upload/v1625149643/monday-apps-marketplace/Catchapp%20Bookings/Monday-CatchAppIcon_192px_1.png,,,,1.2K
Team management,Freshdesk,Freshworks,"Connect your support team to your product, engineering and sales teams and streamline customer requests to your team.",https://dapulse-res.cloudinary.com/image/upload/v1618386508/monday-apps-marketplace/Freshdesk/Freshdesk_logo.png,,,,1.7K
Team management,Conversations,Omnitas Consulting AB,Collect & show updates from all linked items in one place with Conversations App for monday.com,https://dapulse-res.cloudinary.com/image/upload/v1618384261/monday-apps-marketplace/Conversations/Conversations_-_logo.png,,,,1.4K
Team management,Round Robin Assignments,Excellent Team,The app let you select a team. When a new item is created the next person is picked from this team.,https://dapulse-res.cloudinary.com/image/upload/v1613040843/monday-apps-marketplace/Round%20Robin%20Assignments/Round_Robin_Assignments_logo.png,,,,349
Team management,Appgami Retrospectives,Appgami,Versatile app for agile teams run engaging and fun retrospectives right inside monday.com,https://dapulse-res.cloudinary.com/image/upload/v1606666443/monday-apps-marketplace/Appgami%20Retrospectives/Icon_1.png,,,,661
Team management,Timely,Serandibsoft,Track your teammates on different time zones.,https://dapulse-res.cloudinary.com/image/upload/v1603628051/monday-apps-marketplace/Timely/timely-icon.png,,,,3.1K
Team management,Roobrick,Barefoot Australia Pty Ltd,"Assess board items against criteria or guidelines. Job candidates, competitive analysis, audits, etc.",https://files.monday.com/photos/16823/thumb/:normalized_app_file_name?1595801668,,,,741
Productivity & Efficiency,Subitem Templates,Billow,Build your most powerful workflows yet with reusable subitem templates for recurring project tasks.,https://dapulse-res.cloudinary.com/image/upload/v1614612670/monday-apps-marketplace/Subitem%20Templates/templates-icon-v1_1_-updated_size.png,,3.1,13,19.9K
Productivity & Efficiency,Bird's Eye View,"ThoughtFlow Technologies, Inc",See Dependencies and Hierarchies between work items across multiple boards on a Visual Canvas,https://dapulse-res.cloudinary.com/image/upload/v1692103188/monday-apps-marketplace/Bird%27s%20Eye%20View/App_icon.png,,,,153
Productivity & Efficiency,Auto Assign,Mikada,Power up your boards with Auto Assign! Unleash enhanced assignee automations for more productivity.,https://dapulse-res.cloudinary.com/image/upload/v1687166074/monday-apps-marketplace/Auto%20Assign/app_icon_4.png,,,,62
Productivity & Efficiency,SuperForm,Spot-nik,"Advanced form supporting additional columns, updating existing items, and conditional filtering",https://dapulse-res.cloudinary.com/image/upload/v1644925745/monday-apps-marketplace/SuperForm/SuperFrom_Icon.jpg,Best seller,5,26,3.8K
Productivity & Efficiency,CarbonToolbelt - Formula Automations & more,CarbonWeb,"Automate Formulas, Copy Mirrors, Set Recurring Tasks, Required Columns, Auto Assign, and more!",https://dapulse-res.cloudinary.com/image/upload/v1695733347/monday-apps-marketplace/carbon%20toolbelt/CarbonToolbelt_Icon.png,New,5,14,34
Productivity & Efficiency,DashBoards,CarbonWeb,Trigger unlimited audible notifications and create dashboard carousels.,https://dapulse-res.cloudinary.com/image/upload/v1697023927/monday-apps-marketplace/Dashboards/DashBoards_App_Icon_Flatten_-_Rounded.png,New,5,12,33
Productivity & Efficiency,E.S.L's FreshService Integration,E.S.L Software Systems L.t.d.,Create and Manage your FreshService Tickets & Service Requests from within monday.com,https://dapulse-res.cloudinary.com/image/upload/v1674669821/monday-apps-marketplace/E.S.L%27s%20FreshService/%D7%90%D7%99%D7%99%D7%A7%D7%95%D7%9F_%D7%A1%D7%95%D7%A4%D7%99.png,,5,12,110
Productivity & Efficiency,Scheduler PRO,Work Perfect Group,Schedule your entire project with one start/end date!,https://dapulse-res.cloudinary.com/image/upload/v1685973791/monday-apps-marketplace/schedulerPro/SPRO_Logo.png,,5,11,989
Productivity & Efficiency,Mandatory Fields,E.S.L Software Systems L.t.d.,Easily create mandatory fields in monday.com—and never miss vital data again!,https://dapulse-res.cloudinary.com/image/upload/v1684077094/monday-apps-marketplace/Mandatory%20Fields/%D7%90%D7%99%D7%99%D7%A7%D7%95%D7%9F_%D7%A1%D7%95%D7%A4%D7%99_192_192.png,,5,7,3.1K
Productivity & Efficiency,CarbonRecruiting Suite,CarbonWeb,"Enhance your recruiting with customizable pipelines, client-facing dashboards, automation & more.",https://dapulse-res.cloudinary.com/image/upload/v1683042769/monday-apps-marketplace/CarbonRecruiting%20Suite/Recruiting_Suite_Icon.png,,5,7,119
Productivity & Efficiency,CarbonTo-Do Suite,CarbonWeb,Track and manage daily tasks as a team with CarbonTO-DO. A FREE automated task management system.,https://dapulse-res.cloudinary.com/image/upload/v1670337053/monday-apps-marketplace/carbon%20to-do%20suite/CarbonTO-DO_Suite_Icon_small_4.png,,5,7,1.3K
Productivity & Efficiency,Smart Spreadsheet for monday,Stiltsoft Europe OÜ,"Spreadsheets on monday.com: create, edit, import, and export using Excel-like features.",https://dapulse-res.cloudinary.com/image/upload/v1677574884/monday-apps-marketplace/Smart%20Spreadsheets/icon_192_2.png,Editor's choice,5,5,3.2K
Productivity & Efficiency,Extract Updates,Jetpack Apps,"Auto-extract data from emails and updates into board items to streamline your workflows. Perfect for ticketing, and CRM.",https://dapulse-res.cloudinary.com/image/upload/v1660579714/monday-apps-marketplace/Extract/icon_4.png,,5,5,673
Productivity & Efficiency,Subitem Automations,Fantasy Media LTD,"Set subitems values based on their parent item, automatically!",https://dapulse-res.cloudinary.com/image/upload/v1693991649/monday-apps-marketplace/Subitem%20Automations/App_Icon_2_2.png,New,5,4,271
Productivity & Efficiency,Productivity Tools,DESANTORSA SA de CV,Helps the user to integrate various recipes to help improve productivity!,https://dapulse-res.cloudinary.com/image/upload/v1679327636/monday-apps-marketplace/Productivity%20Tools/Icon192x192.jpg,,5,4,333
Productivity & Efficiency,Priority Pro,Kolekti (part of The Adaptavist Group),Prioritise and visualise important work more efficiently using a Priority Matrix on monday,https://dapulse-res.cloudinary.com/image/upload/v1683110178/monday-apps-marketplace/Priority%20Pro/Priority_pro_full_logo_Black.png,,5,3,515
Productivity & Efficiency,monblip,Lanum Tecnologia,Integrate your boards with a chatbot platform to notify according to telephone columns on monday.com,https://dapulse-res.cloudinary.com/image/upload/v1681720913/monday-apps-marketplace/monblip/logo_monblip_192x192px_blackbg.png,,5,3,151
Productivity & Efficiency,BuzzCount for YouTube,Matrix Apps Team,"A simple, user-friendly way to track all of your YouTube data in one place.",https://dapulse-res.cloudinary.com/image/upload/v1659871849/monday-apps-marketplace/Buzzcount/buzz_icon.png,,5,3,262
Productivity & Efficiency,Microsoft Power BI Embedder,Presago,Add Microsoft Power BI reports and scorecards anywhere in monday.com,https://dapulse-res.cloudinary.com/image/upload/v1659366133/monday-apps-marketplace/Microsoft%20Power%20BI%20Embedder/icon_3.png,,5,3,1.6K
Productivity & Efficiency,Eledo,HLS s.r.o.,"Create personalized PDF documents or fill in PDF forms with document automation service Eledo. Just build your template, everything else is automatic.",https://dapulse-res.cloudinary.com/image/upload/v1612277736/monday-apps-marketplace/Eledo/Eledo-mondayicon-image.png,,4.9,15,3.2K
Productivity & Efficiency,Boost Gmail for monday.com,Boost Moveo LTD,Easily convert your emails into monday.com items!,https://dapulse-res.cloudinary.com/image/upload/v1692109133/monday-apps-marketplace/Boost%20Gmail%20for%20monday/v2/Gmail_logo_6.png,,4.8,45,941
Productivity & Efficiency,Duplicates and Uniques,Kolaai,Find any duplicate & unique items in your board & perform actions on them.,https://dapulse-res.cloudinary.com/image/upload/v1624289424/monday-apps-marketplace/Duplicates%20and%20Uniques/Kolaai-icon.png,,4.8,9,2.1K
Productivity & Efficiency,VLOOKUP Auto-link,Jetpack Apps,Auto-link and synchronize data across monday.com boards effortlessly.,https://dapulse-res.cloudinary.com/image/upload/v1612783271/monday-apps-marketplace/%E2%96%B6%EF%B8%8F%20VLOOKUP%20Auto-link/Group_9.png,Best seller,4.7,45,7.4K
Productivity & Efficiency,docotive,RAYATT Australia Pty. Ltd.,"Generate your professional documents, agreements, brochures & reports from monday.com",https://dapulse-res.cloudinary.com/image/upload/v1647776093/monday-apps-marketplace/docotive/docotive-192X192_1.png,,4.7,6,1.8K
Productivity & Efficiency,Unlimited Subitems,Adaptavist,Extend the monday.com Item-Subitem hierarchy by adding as many levels of child subitems as you need.,https://dapulse-res.cloudinary.com/image/upload/v1669824080/monday-apps-marketplace/Unlimited%20Subitems/USI_Icon.png,,4.7,3,3.3K
Productivity & Efficiency,General Caster,Omnidea S.r.l.,Automation recipes performing enhanced calculations without formula column,https://dapulse-res.cloudinary.com/image/upload/v1675367407/monday-apps-marketplace/General%20Caster/gc-logo.png,Best seller,4.6,27,9.4K
Productivity & Efficiency,Tracket - Makes Time Work,Avisi Apps,The flexible time-tracking solution for monday.com. Easily log hours on existing items and subitems.,https://dapulse-res.cloudinary.com/image/upload/v1636039198/monday-apps-marketplace/Tracket/Tracket_Appicoon_Donkerblauw.png,,4.6,18,4.4K
Productivity & Efficiency,Item Name & Text Column Automations,Unikoo BV,Automatically update item names or text columns based on column values.,https://dapulse-res.cloudinary.com/image/upload/v1640524585/monday-apps-marketplace/item%20names%20automations/App_icon_3.png,,4.6,11,2K
Productivity & Efficiency,Microsoft 365 Office Embedded,David Simpson Apps,"Embed Excel, Powerpoint & Word files, & Outlook Calendars from Microsoft 365, OneDrive & Sharepoint",https://dapulse-res.cloudinary.com/image/upload/v1656950416/monday-apps-marketplace/Microsoft-365/microsoft-365-app-icon-blue.png,Editor's choice,4.5,8,14.8K
Productivity & Efficiency,Autoboost,Boost Moveo LTD,That thing you couldn't do with standard automation? With Autoboost you can!,https://dapulse-res.cloudinary.com/image/upload/v1669639330/monday-apps-marketplace/Autoboost/v2/App_Icon_linear.png,Best seller,4.4,36,7.4K
Productivity & Efficiency,Auto-Increment Numbers,b-lab,Automatically generate increment numbers with customized prefix or suffix format,https://dapulse-res.cloudinary.com/image/upload/v1661695978/monday-apps-marketplace/Auto%20Increment%20Numbers/AIN_icon_192x192.png,,4.4,7,391
Productivity & Efficiency,CarbonCRM Suite,CarbonWeb,"Manage leads, deals, and ongoing accounts in an automated CRM powered by monday sales CRM.",https://dapulse-res.cloudinary.com/image/upload/v1697700977/monday-apps-marketplace/carbonCRM/v2/CarbonCRM_Marketplace_Icon_NEW.png,,4.4,7,556
Productivity & Efficiency,Column Magic,Monday Man LLC,A Magical Columns Toolbox - The ultimate collection column power-ups to make your columns... magic!,https://dapulse-res.cloudinary.com/image/upload/v1661172507/monday-apps-marketplace/Column%20Magic/Column_Magic_v2_192.png,,4.2,11,2.1K
Productivity & Efficiency,Public Files,Luxie Tech,Users can now access monday.com stored files via an external URL. URLs are even usable in automations!,https://dapulse-res.cloudinary.com/image/upload/v1675784428/monday-apps-marketplace/Public%20Files/LUXIE_TECH_-_PUBLIC_FILES.png,,4.2,5,197
Productivity & Efficiency,Integration for QuickBooks,"Platform Pioneers, LLC","Create, track & manage QuickBooks records directly in monday",https://dapulse-res.cloudinary.com/image/upload/v1654705923/monday-apps-marketplace/QuickBooks%20Integration/AIT_Logo_192x192.png,,4.1,21,2.2K
Productivity & Efficiency,DriveSync,BaruzoTech Private Limited,Sync monday.com items with Google Drive.,https://dapulse-res.cloudinary.com/image/upload/v1691930015/monday-apps-marketplace/DriveSync/DS_logo.png,,4,8,1.2K
